Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
0- 4 ani, Total, Total, Teleorman, Anul 2022, Numar persoane, 12702
0- 4 ani, Total, Total, Teleorman, Anul 2023, Numar persoane, 12463
0- 4 ani, Total, Total, Ilfov, Anul 2012, Numar persoane, 25477
0- 4 ani, Total, Total, Ilfov, Anul 2013, Numar persoane, 24900
0- 4 ani, Total, Total, Ilfov, Anul 2014, Numar persoane, 24001
0- 4 ani, Total, Total, Ilfov, Anul 2015, Numar persoane, 23137
0- 4 ani, Total, Total, Ilfov, Anul 2016, Numar persoane, 22783
0- 4 ani, Total, Total, Ilfov, Anul 2017, Numar persoane, 23684
0- 4 ani, Total, Total, Ilfov, Anul 2018, Numar persoane, 25210
0- 4 ani, Total, Total, Ilfov, Anul 2019, Numar persoane, 26335
0- 4 ani, Total, Total, Ilfov, Anul 2020, Numar persoane, 26108
0- 4 ani, Total, Total, Ilfov, Anul 2021, Numar persoane, 26617
0- 4 ani, Total, Total, Ilfov, Anul 2022, Numar persoane, 34089
0- 4 ani, Total, Total, Ilfov, Anul 2023, Numar persoane, 33228
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2012, Numar persoane, 93628
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2013, Numar persoane, 93297
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2014, Numar persoane, 92218
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2015, Numar persoane, 92086
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2016, Numar persoane, 91255
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2017, Numar persoane, 93512
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2018, Numar persoane, 97607
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2019, Numar persoane, 103969
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2020, Numar persoane, 110646
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2021, Numar persoane, 115540
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2022, Numar persoane, 87904
0- 4 ani, Total, Total, Municipiul Bucuresti, Anul 2023, Numar persoane, 89230
0- 4 ani, Total, Total, Dolj, Anul 2012, Numar persoane, 30427
0- 4 ani, Total, Total, Dolj, Anul 2013, Numar persoane, 29658
0- 4 ani, Total, Total, Dolj, Anul 2014, Numar persoane, 28989
0- 4 ani, Total, Total, Dolj, Anul 2015, Numar persoane, 28931
0- 4 ani, Total, Total, Dolj, Anul 2016, Numar persoane, 29019
0- 4 ani, Total, Total, Dolj, Anul 2017, Numar persoane, 29592
0- 4 ani, Total, Total, Dolj, Anul 2018, Numar persoane, 30499
0- 4 ani, Total, Total, Dolj, Anul 2019, Numar persoane, 31259
0- 4 ani, Total, Total, Dolj, Anul 2020, Numar persoane, 31696
0- 4 ani, Total, Total, Dolj, Anul 2021, Numar persoane, 31836
0- 4 ani, Total, Total, Dolj, Anul 2022, Numar persoane, 29846
0- 4 ani, Total, Total, Dolj, Anul 2023, Numar persoane, 29651
0- 4 ani, Total, Total, Gorj, Anul 2012, Numar persoane, 15284
0- 4 ani, Total, Total, Gorj, Anul 2013, Numar persoane, 14634
0- 4 ani, Total, Total, Gorj, Anul 2014, Numar persoane, 13944
0- 4 ani, Total, Total, Gorj, Anul 2015, Numar persoane, 13386
0- 4 ani, Total, Total, Gorj, Anul 2016, Numar persoane, 12939
0- 4 ani, Total, Total, Gorj, Anul 2017, Numar persoane, 12768
0- 4 ani, Total, Total, Gorj, Anul 2018, Numar persoane, 12647
0- 4 ani, Total, Total, Gorj, Anul 2019, Numar persoane, 12549
0- 4 ani, Total, Total, Gorj, Anul 2020, Numar persoane, 12373
0- 4 ani, Total, Total, Gorj, Anul 2021, Numar persoane, 12230
0- 4 ani, Total, Total, Gorj, Anul 2022, Numar persoane, 13173
0- 4 ani, Total, Total, Gorj, Anul 2023, Numar persoane, 12588
0- 4 ani, Total, Total, Mehedinti, Anul 2012, Numar persoane, 12224
0- 4 ani, Total, Total, Mehedinti, Anul 2013, Numar persoane, 11874
0- 4 ani, Total, Total, Mehedinti, Anul 2014, Numar persoane, 11319
0- 4 ani, Total, Total, Mehedinti, Anul 2015, Numar persoane, 10912
0- 4 ani, Total, Total, Mehedinti, Anul 2016, Numar persoane, 10446
0- 4 ani, Total, Total, Mehedinti, Anul 2017, Numar persoane, 10231
0- 4 ani, Total, Total, Mehedinti, Anul 2018, Numar persoane, 9754
0- 4 ani, Total, Total, Mehedinti, Anul 2019, Numar persoane, 9572
0- 4 ani, Total, Total, Mehedinti, Anul 2020, Numar persoane, 9171
0- 4 ani, Total, Total, Mehedinti, Anul 2021, Numar persoane, 8899
0- 4 ani, Total, Total, Mehedinti, Anul 2022, Numar persoane, 10010
0- 4 ani, Total, Total, Mehedinti, Anul 2023, Numar persoane, 9299
0- 4 ani, Total, Total, Olt, Anul 2012, Numar persoane, 18730
0- 4 ani, Total, Total, Olt, Anul 2013, Numar persoane, 17685
0- 4 ani, Total, Total, Olt, Anul 2014, Numar persoane, 16806
0- 4 ani, Total, Total, Olt, Anul 2015, Numar persoane, 16310
0- 4 ani, Total, Total, Olt, Anul 2016, Numar persoane, 15885
0- 4 ani, Total, Total, Olt, Anul 2017, Numar persoane, 16008
0- 4 ani, Total, Total, Olt, Anul 2018, Numar persoane, 16257
0- 4 ani, Total, Total, Olt, Anul 2019, Numar persoane, 16525
0- 4 ani, Total, Total, Olt, Anul 2020, Numar persoane, 16623
0- 4 ani, Total, Total, Olt, Anul 2021, Numar persoane, 16670
0- 4 ani, Total, Total, Olt, Anul 2022, Numar persoane, 15836
0- 4 ani, Total, Total, Olt, Anul 2023, Numar persoane, 15518
0- 4 ani, Total, Total, Valcea, Anul 2012, Numar persoane, 16649
0- 4 ani, Total, Total, Valcea, Anul 2013, Numar persoane, 16088
0- 4 ani, Total, Total, Valcea, Anul 2014, Numar persoane, 15639
0- 4 ani, Total, Total, Valcea, Anul 2015, Numar persoane, 15106
0- 4 ani, Total, Total, Valcea, Anul 2016, Numar persoane, 14464
0- 4 ani, Total, Total, Valcea, Anul 2017, Numar persoane, 14335
0- 4 ani, Total, Total, Valcea, Anul 2018, Numar persoane, 14204
0- 4 ani, Total, Total, Valcea, Anul 2019, Numar persoane, 14088
0- 4 ani, Total, Total, Valcea, Anul 2020, Numar persoane, 13988
0- 4 ani, Total, Total, Valcea, Anul 2021, Numar persoane, 13978
0- 4 ani, Total, Total, Valcea, Anul 2022, Numar persoane, 14449
0- 4 ani, Total, Total, Valcea, Anul 2023, Numar persoane, 13833
0- 4 ani, Total, Total, Arad, Anul 2012, Numar persoane, 21527
0- 4 ani, Total, Total, Arad, Anul 2013, Numar persoane, 20836
0- 4 ani, Total, Total, Arad, Anul 2014, Numar persoane, 20026
0- 4 ani, Total, Total, Arad, Anul 2015, Numar persoane, 19816
0- 4 ani, Total, Total, Arad, Anul 2016, Numar persoane, 19598
0- 4 ani, Total, Total, Arad, Anul 2017, Numar persoane, 19944
0- 4 ani, Total, Total, Arad, Anul 2018, Numar persoane, 20319
0- 4 ani, Total, Total, Arad, Anul 2019, Numar persoane, 20890
0- 4 ani, Total, Total, Arad, Anul 2020, Numar persoane, 21213
0- 4 ani, Total, Total, Arad, Anul 2021, Numar persoane, 21429
0- 4 ani, Total, Total, Arad, Anul 2022, Numar persoane, 20978
0- 4 ani, Total, Total, Arad, Anul 2023, Numar persoane, 20518
0- 4 ani, Total, Total, Caras-Severin, Anul 2012, Numar persoane, 13307
0- 4 ani, Total, Total, Caras-Severin, Anul 2013, Numar persoane, 12586
0- 4 ani, Total, Total, Caras-Severin, Anul 2014, Numar persoane, 11892
0- 4 ani, Total, Total, Caras-Severin, Anul 2015, Numar persoane, 11605
0- 4 ani, Total, Total, Caras-Severin, Anul 2016, Numar persoane, 11334
0- 4 ani, Total, Total, Caras-Severin, Anul 2017, Numar persoane, 11528
0- 4 ani, Total, Total, Caras-Severin, Anul 2018, Numar persoane, 11643
0- 4 ani, Total, Total, Caras-Severin, Anul 2019, Numar persoane, 11844
0- 4 ani, Total, Total, Caras-Severin, Anul 2020, Numar persoane, 11851
0- 4 ani, Total, Total, Caras-Severin, Anul 2021, Numar persoane, 11924
0- 4 ani, Total, Total, Caras-Severin, Anul 2022, Numar persoane, 10440
0- 4 ani, Total, Total, Caras-Severin, Anul 2023, Numar persoane, 10214
0- 4 ani, Total, Total, Hunedoara, Anul 2012, Numar persoane, 18113
0- 4 ani, Total, Total, Hunedoara, Anul 2013, Numar persoane, 17179
0- 4 ani, Total, Total, Hunedoara, Anul 2014, Numar persoane, 16317
0- 4 ani, Total, Total, Hunedoara, Anul 2015, Numar persoane, 16112
0- 4 ani, Total, Total, Hunedoara, Anul 2016, Numar persoane, 16334
0- 4 ani, Total, Total, Hunedoara, Anul 2017, Numar persoane, 16999
0- 4 ani, Total, Total, Hunedoara, Anul 2018, Numar persoane, 17537
0- 4 ani, Total, Total, Hunedoara, Anul 2019, Numar persoane, 18035
0- 4 ani, Total, Total, Hunedoara, Anul 2020, Numar persoane, 18028
0- 4 ani, Total, Total, Hunedoara, Anul 2021, Numar persoane, 17785
0- 4 ani, Total, Total, Hunedoara, Anul 2022, Numar persoane, 14421
0- 4 ani, Total, Total, Hunedoara, Anul 2023, Numar persoane, 14444
0- 4 ani, Total, Total, Timis, Anul 2012, Numar persoane, 33685
0- 4 ani, Total, Total, Timis, Anul 2013, Numar persoane, 33021
0- 4 ani, Total, Total, Timis, Anul 2014, Numar persoane, 32509
0- 4 ani, Total, Total, Timis, Anul 2015, Numar persoane, 32779
0- 4 ani, Total, Total, Timis, Anul 2016, Numar persoane, 33285
0- 4 ani, Total, Total, Timis, Anul 2017, Numar persoane, 34477
0- 4 ani, Total, Total, Timis, Anul 2018, Numar persoane, 36214
0- 4 ani, Total, Total, Timis, Anul 2019, Numar persoane, 37606
0- 4 ani, Total, Total, Timis, Anul 2020, Numar persoane, 38497
0- 4 ani, Total, Total, Timis, Anul 2021, Numar persoane, 38729
0- 4 ani, Total, Total, Timis, Anul 2022, Numar persoane, 36061
0- 4 ani, Total, Total, Timis, Anul 2023, Numar persoane, 36216
5- 9 ani, Total, Total, Bihor, Anul 2012, Numar persoane, 31249
5- 9 ani, Total, Total, Bihor, Anul 2013, Numar persoane, 31402
5- 9 ani, Total, Total, Bihor, Anul 2014, Numar persoane, 31504
5- 9 ani, Total, Total, Bihor, Anul 2015, Numar persoane, 32067
5- 9 ani, Total, Total, Bihor, Anul 2016, Numar persoane, 31696
5- 9 ani, Total, Total, Bihor, Anul 2017, Numar persoane, 31013
5- 9 ani, Total, Total, Bihor, Anul 2018, Numar persoane, 30271
5- 9 ani, Total, Total, Bihor, Anul 2019, Numar persoane, 29485
5- 9 ani, Total, Total, Bihor, Anul 2020, Numar persoane, 28809
5- 9 ani, Total, Total, Bihor, Anul 2021, Numar persoane, 28439
5- 9 ani, Total, Total, Bihor, Anul 2022, Numar persoane, 30239
5- 9 ani, Total, Total, Bihor, Anul 2023, Numar persoane, 30707
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2012, Numar persoane, 17468
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2013, Numar persoane, 17456
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2014, Numar persoane, 17186
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2015, Numar persoane, 17134
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2016, Numar persoane, 16984
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2017, Numar persoane, 16514
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2018, Numar persoane, 15982
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2019, Numar persoane, 15760
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2020, Numar persoane, 15723
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2021, Numar persoane, 15751
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2022, Numar persoane, 17622
5- 9 ani, Total, Total, Bistrita-Nasaud, Anul 2023, Numar persoane, 17982
5- 9 ani, Total, Total, Cluj, Anul 2012, Numar persoane, 30322
5- 9 ani, Total, Total, Cluj, Anul 2013, Numar persoane, 31117
5- 9 ani, Total, Total, Cluj, Anul 2014, Numar persoane, 31755
5- 9 ani, Total, Total, Cluj, Anul 2015, Numar persoane, 33112
5- 9 ani, Total, Total, Cluj, Anul 2016, Numar persoane, 33524
5- 9 ani, Total, Total, Cluj, Anul 2017, Numar persoane, 33279
5- 9 ani, Total, Total, Cluj, Anul 2018, Numar persoane, 33164
5- 9 ani, Total, Total, Cluj, Anul 2019, Numar persoane, 32808
5- 9 ani, Total, Total, Cluj, Anul 2020, Numar persoane, 32639
5- 9 ani, Total, Total, Cluj, Anul 2021, Numar persoane, 33004
5- 9 ani, Total, Total, Cluj, Anul 2022, Numar persoane, 34755
5- 9 ani, Total, Total, Cluj, Anul 2023, Numar persoane, 36113
5- 9 ani, Total, Total, Maramures, Anul 2012, Numar persoane, 27205
5- 9 ani, Total, Total, Maramures, Anul 2013, Numar persoane, 26954
5- 9 ani, Total, Total, Maramures, Anul 2014, Numar persoane, 26848
5- 9 ani, Total, Total, Maramures, Anul 2015, Numar persoane, 26580
5- 9 ani, Total, Total, Maramures, Anul 2016, Numar persoane, 26102
5- 9 ani, Total, Total, Maramures, Anul 2017, Numar persoane, 25119
5- 9 ani, Total, Total, Maramures, Anul 2018, Numar persoane, 23718
5- 9 ani, Total, Total, Maramures, Anul 2019, Numar persoane, 22479
5- 9 ani, Total, Total, Maramures, Anul 2020, Numar persoane, 21820
5- 9 ani, Total, Total, Maramures, Anul 2021, Numar persoane, 21778
5- 9 ani, Total, Total, Maramures, Anul 2022, Numar persoane, 23926
5- 9 ani, Total, Total, Maramures, Anul 2023, Numar persoane, 24263
5- 9 ani, Total, Total, Satu Mare, Anul 2012, Numar persoane, 20309
5- 9 ani, Total, Total, Satu Mare, Anul 2013, Numar persoane, 20279
5- 9 ani, Total, Total, Satu Mare, Anul 2014, Numar persoane, 20373
5- 9 ani, Total, Total, Satu Mare, Anul 2015, Numar persoane, 20401
5- 9 ani, Total, Total, Satu Mare, Anul 2016, Numar persoane, 20078
5- 9 ani, Total, Total, Satu Mare, Anul 2017, Numar persoane, 19637
5- 9 ani, Total, Total, Satu Mare, Anul 2018, Numar persoane, 18530
5- 9 ani, Total, Total, Satu Mare, Anul 2019, Numar persoane, 17510
5- 9 ani, Total, Total, Satu Mare, Anul 2020, Numar persoane, 17064
5- 9 ani, Total, Total, Satu Mare, Anul 2021, Numar persoane, 16788
5- 9 ani, Total, Total, Satu Mare, Anul 2022, Numar persoane, 18877
5- 9 ani, Total, Total, Satu Mare, Anul 2023, Numar persoane, 19120
5- 9 ani, Total, Total, Salaj, Anul 2012, Numar persoane, 12545
5- 9 ani, Total, Total, Salaj, Anul 2013, Numar persoane, 12265
5- 9 ani, Total, Total, Salaj, Anul 2014, Numar persoane, 12338
5- 9 ani, Total, Total, Salaj, Anul 2015, Numar persoane, 12211
5- 9 ani, Total, Total, Salaj, Anul 2016, Numar persoane, 12096
5- 9 ani, Total, Total, Salaj, Anul 2017, Numar persoane, 11804
5- 9 ani, Total, Total, Salaj, Anul 2018, Numar persoane, 11655
5- 9 ani, Total, Total, Salaj, Anul 2019, Numar persoane, 11409
5- 9 ani, Total, Total, Salaj, Anul 2020, Numar persoane, 11413
5- 9 ani, Total, Total, Salaj, Anul 2021, Numar persoane, 11400
5- 9 ani, Total, Total, Salaj, Anul 2022, Numar persoane, 12146
5- 9 ani, Total, Total, Salaj, Anul 2023, Numar persoane, 12261
5- 9 ani, Total, Total, Alba, Anul 2012, Numar persoane, 17327
5- 9 ani, Total, Total, Alba, Anul 2013, Numar persoane, 17359
5- 9 ani, Total, Total, Alba, Anul 2014, Numar persoane, 17338
5- 9 ani, Total, Total, Alba, Anul 2015, Numar persoane, 17252
5- 9 ani, Total, Total, Alba, Anul 2016, Numar persoane, 16829
5- 9 ani, Total, Total, Alba, Anul 2017, Numar persoane, 16416
5- 9 ani, Total, Total, Alba, Anul 2018, Numar persoane, 15974
5- 9 ani, Total, Total, Alba, Anul 2019, Numar persoane, 15545
5- 9 ani, Total, Total, Alba, Anul 2020, Numar persoane, 15140
5- 9 ani, Total, Total, Alba, Anul 2021, Numar persoane, 15146
5- 9 ani, Total, Total, Alba, Anul 2022, Numar persoane, 16126
5- 9 ani, Total, Total, Alba, Anul 2023, Numar persoane, 16251
5- 9 ani, Total, Total, Brasov, Anul 2012, Numar persoane, 28395
5- 9 ani, Total, Total, Brasov, Anul 2013, Numar persoane, 29201
5- 9 ani, Total, Total, Brasov, Anul 2014, Numar persoane, 29772
5- 9 ani, Total, Total, Brasov, Anul 2015, Numar persoane, 30644
5- 9 ani, Total, Total, Brasov, Anul 2016, Numar persoane, 31105
5- 9 ani, Total, Total, Brasov, Anul 2017, Numar persoane, 30887
5- 9 ani, Total, Total, Brasov, Anul 2018, Numar persoane, 30349
5- 9 ani, Total, Total, Brasov, Anul 2019, Numar persoane, 30099
5- 9 ani, Total, Total, Brasov, Anul 2020, Numar persoane, 30053
5- 9 ani, Total, Total, Brasov, Anul 2021, Numar persoane, 30298
5- 9 ani, Total, Total, Brasov, Anul 2022, Numar persoane, 31739
5- 9 ani, Total, Total, Brasov, Anul 2023, Numar persoane, 32710
5- 9 ani, Total, Total, Covasna, Anul 2012, Numar persoane, 12584
5- 9 ani, Total, Total, Covasna, Anul 2013, Numar persoane, 12603
5- 9 ani, Total, Total, Covasna, Anul 2014, Numar persoane, 12707
5- 9 ani, Total, Total, Covasna, Anul 2015, Numar persoane, 12510
5- 9 ani, Total, Total, Covasna, Anul 2016, Numar persoane, 12179
5- 9 ani, Total, Total, Covasna, Anul 2017, Numar persoane, 11744
5- 9 ani, Total, Total, Covasna, Anul 2018, Numar persoane, 11566
5- 9 ani, Total, Total, Covasna, Anul 2019, Numar persoane, 11414
5- 9 ani, Total, Total, Covasna, Anul 2020, Numar persoane, 11193
5- 9 ani, Total, Total, Covasna, Anul 2021, Numar persoane, 11020
5- 9 ani, Total, Total, Covasna, Anul 2022, Numar persoane, 11405
5- 9 ani, Total, Total, Covasna, Anul 2023, Numar persoane, 11436
5- 9 ani, Total, Total, Harghita, Anul 2012, Numar persoane, 17651
5- 9 ani, Total, Total, Harghita, Anul 2013, Numar persoane, 17896
5- 9 ani, Total, Total, Harghita, Anul 2014, Numar persoane, 18098
5- 9 ani, Total, Total, Harghita, Anul 2015, Numar persoane, 18095
5- 9 ani, Total, Total, Harghita, Anul 2016, Numar persoane, 17831
5- 9 ani, Total, Total, Harghita, Anul 2017, Numar persoane, 17230
5- 9 ani, Total, Total, Harghita, Anul 2018, Numar persoane, 16883
5- 9 ani, Total, Total, Harghita, Anul 2019, Numar persoane, 16375
5- 9 ani, Total, Total, Harghita, Anul 2020, Numar persoane, 16186
5- 9 ani, Total, Total, Harghita, Anul 2021, Numar persoane, 15907
5- 9 ani, Total, Total, Harghita, Anul 2022, Numar persoane, 16269
5- 9 ani, Total, Total, Harghita, Anul 2023, Numar persoane, 16516
5- 9 ani, Total, Total, Mures, Anul 2012, Numar persoane, 31102
5- 9 ani, Total, Total, Mures, Anul 2013, Numar persoane, 31087
5- 9 ani, Total, Total, Mures, Anul 2014, Numar persoane, 31271
5- 9 ani, Total, Total, Mures, Anul 2015, Numar persoane, 31178
5- 9 ani, Total, Total, Mures, Anul 2016, Numar persoane, 30679
5- 9 ani, Total, Total, Mures, Anul 2017, Numar persoane, 30173
5- 9 ani, Total, Total, Mures, Anul 2018, Numar persoane, 29448
5- 9 ani, Total, Total, Mures, Anul 2019, Numar persoane, 28668
5- 9 ani, Total, Total, Mures, Anul 2020, Numar persoane, 28375
5- 9 ani, Total, Total, Mures, Anul 2021, Numar persoane, 28334
5- 9 ani, Total, Total, Mures, Anul 2022, Numar persoane, 28733
5- 9 ani, Total, Total, Mures, Anul 2023, Numar persoane, 29329
5- 9 ani, Total, Total, Sibiu, Anul 2012, Numar persoane, 22088
5- 9 ani, Total, Total, Sibiu, Anul 2013, Numar persoane, 22432
5- 9 ani, Total, Total, Sibiu, Anul 2014, Numar persoane, 22683
5- 9 ani, Total, Total, Sibiu, Anul 2015, Numar persoane, 23067
5- 9 ani, Total, Total, Sibiu, Anul 2016, Numar persoane, 23004
5- 9 ani, Total, Total, Sibiu, Anul 2017, Numar persoane, 22701
5- 9 ani, Total, Total, Sibiu, Anul 2018, Numar persoane, 22308
5- 9 ani, Total, Total, Sibiu, Anul 2019, Numar persoane, 21924
5- 9 ani, Total, Total, Sibiu, Anul 2020, Numar persoane, 21579
5- 9 ani, Total, Total, Sibiu, Anul 2021, Numar persoane, 21791
5- 9 ani, Total, Total, Sibiu, Anul 2022, Numar persoane, 22539
5- 9 ani, Total, Total, Sibiu, Anul 2023, Numar persoane, 23191
5- 9 ani, Total, Total, Bacau, Anul 2012, Numar persoane, 37303
5- 9 ani, Total, Total, Bacau, Anul 2013, Numar persoane, 37053
5- 9 ani, Total, Total, Bacau, Anul 2014, Numar persoane, 36620
5- 9 ani, Total, Total, Bacau, Anul 2015, Numar persoane, 36177
5- 9 ani, Total, Total, Bacau, Anul 2016, Numar persoane, 35550
5- 9 ani, Total, Total, Bacau, Anul 2017, Numar persoane, 34185
5- 9 ani, Total, Total, Bacau, Anul 2018, Numar persoane, 32743
5- 9 ani, Total, Total, Bacau, Anul 2019, Numar persoane, 31982
5- 9 ani, Total, Total, Bacau, Anul 2020, Numar persoane, 31929
5- 9 ani, Total, Total, Bacau, Anul 2021, Numar persoane, 32278
5- 9 ani, Total, Total, Bacau, Anul 2022, Numar persoane, 35633
5- 9 ani, Total, Total, Bacau, Anul 2023, Numar persoane, 35540
5- 9 ani, Total, Total, Botosani, Anul 2012, Numar persoane, 26796
5- 9 ani, Total, Total, Botosani, Anul 2013, Numar persoane, 25853
5- 9 ani, Total, Total, Botosani, Anul 2014, Numar persoane, 25258
5- 9 ani, Total, Total, Botosani, Anul 2015, Numar persoane, 24602
5- 9 ani, Total, Total, Botosani, Anul 2016, Numar persoane, 23567
5- 9 ani, Total, Total, Botosani, Anul 2017, Numar persoane, 22375
5- 9 ani, Total, Total, Botosani, Anul 2018, Numar persoane, 21355
5- 9 ani, Total, Total, Botosani, Anul 2019, Numar persoane, 20192
5- 9 ani, Total, Total, Botosani, Anul 2020, Numar persoane, 19554
5- 9 ani, Total, Total, Botosani, Anul 2021, Numar persoane, 19447
5- 9 ani, Total, Total, Botosani, Anul 2022, Numar persoane, 21676
